   MB       Rsize        avg              max                  min
  10.0  8.388608E7  570.2374190262847  746.4226070476053  295.10564994294685
  10.0  8.388608E7  577.7754801870886  746.9043612354325  331.978825212849
  10.0  8.388608E7  599.6238154939757  770.2870864514196  347.45295842332627
  10.0  8.388608E7  584.9252167390537  758.8888421389477  321.0730971492752
  10.0  8.388608E7  573.0577833660785  752.0315413227179  286.7158057421587
  10.0  8.388608E7  578.1244178538699  751.2458857268059  316.67121146730364
  10.0  8.388608E7  577.178319707157  742.1368174517131  354.40860813003684
  10.0  8.388608E7  581.6962913303299  749.60773056458  340.0770890557141
  10.0  8.388608E7  569.2228276738388  744.503714595694  301.41656589480544
  10.0  8.388608E7  572.063338036695  746.317095473354  306.9043325614412
  10.0  8.388608E7  584.8461063971714  760.2585539783265  316.1502573339537
  10.0  8.388608E7  570.6775302384034  736.8605330643184  342.66811030617947
  10.0  8.388608E7  591.668098693421  758.1359556942167  367.88927787644366
  10.0  8.388608E7  583.4755287311777  751.6899178234423  343.9167779783808
  10.0  8.388608E7  580.4084327067673  749.2050179102981  335.32188314703
  10.0  8.388608E7  572.7930852862423  745.4870899419344  317.0966015291105
  10.0  8.388608E7  579.0514639943658  751.431811963256  316.7126131372626
  10.0  8.388608E7  570.7910348268638  743.1685638049843  312.5614825964376
  10.0  8.388608E7  572.3737252423902  751.9034997187404  284.68369243459773
  10.0  8.388608E7  586.3567684659839  750.6447676437091  372.4337365169058
  10.0  8.388608E7  578.2986899630038  753.9611437287073  307.0257485385581
  10.0  8.388608E7  570.8428423982411  745.9756223367359  301.43546324619314
  10.0  8.388608E7  586.059962048605  756.6374951142017  336.9847703737868
  10.0  8.388608E7  572.7022231481056  745.4465688447999  319.25686670086486
  10.0  8.388608E7  573.0341195260169  745.185126655592  320.7063395425143
  10.0  8.388608E7  573.70545465741  743.6884756211002  323.6381188794943
  10.0  8.388608E7  582.1668673421942  752.5775888835951  333.2137442064455
  10.0  8.388608E7  577.799840385155  753.955841550727  303.9361963300604
  10.0  8.388608E7  582.4808088087095  752.9912272915634  331.2922379422208
  10.0  8.388608E7  577.1465495980211  740.9832853206811  365.4840004124648
  10.0  8.388608E7  579.0258542487992  749.7764432004702  325.7518120467655
